book,chapter,summary
62,5,"He that loves God loves his children, and keeps his commandments; which to the faithful are not grievous; Jesus is the Song of God; and able to hear our prayers."
62,1,"He exhorts a certain honourable matron, with her children, to persevere in Christian love and belief, lest they lose the reward of their former profession; and to have nothing to do with those seducers that bring not the true doctrine of Christ Jesus."
63,1,"He commends Gaius for his piety, and hospitality, to true preachers; complaining of the unkind dealing of ambitious Diotrephes on the contrary side; whose evil example is not to be followed; and gives special testimony to the good report of Demetrius."
64,1,"He exhorts them to be constant in the profession of the faith; False teachers are crept in to seduce them, for whose evil doctrine and manners horrible punishment is prepared; whereas the godly, by the assistance of the Holy Spirit, and prayers to God, may persevere, and grow in grace, and keep themselves, and recover others out of the snares of those deceivers."
65,1,"The preface; John�s salutation to the seven churches of Asia; The coming of Christ; His glorious power and majesty."
66,2,"What is commanded to be written to the angels, that is, the ministers of the churches of Ephesus, Smyrna, Pergamos, Thyatira, and what is commended or found wanting in them."
66,3,"The angel of the church of Sardis is reproved; exhorted to repent, and threatened if he do not repent; The angel of the church of Philadelphia, is approved for his diligence and patience; the angel of Laodicea rebuked for being neither hot nor cold, and admonished to be more zealous; Christ stands at the door and knocks."
66,4,"John sees the throne of God in heaven; The four and twenty elders; The four beasts full of eyes before and behind; The elders lay down their crowns, and worship him that sat on the throne."
66,5,"The book sealed with seven seals, which only the Lamb that was slain is worthy to open; Therefore the elders praise him, and confess that he redeemed them with his blood."
66,6,"The opening of the seals in order, and what followed thereupon, containing a prophecy to the end of the world."
66,7,"An angel seals the servants of God in their foreheads; The number of them that were sealed."
66,8,"At the opening of the seventh seal, Seven angels have seven trumpets given them; Four of them sound their trumpets and great plagues follow; Another angel puts incense to the prayers of the saints on the golden altar."
66,9,"At the sounding of the fifth angel, a star falls from heaven, to whom is given the key to the bottomless pit; He opens the pit, and there come forth locusts like scorpions; The first woe past; The sixth trumpet sounds; Four angels are let loose, that were bound."
66,10,"A mighty strong angel appears with a book open in his hand; He swears by him that lives forever, that there shall be no more time; John is commanded to take and eat the book."
66,11,"The two witnesses prophesy; They have power to shut heaven, that it rain not; The beast shall fight against them, and kill them; They lie unburied; and after three and a half days rise again; The second woe is past; The seventh trumpet sounds."
66,12,"A woman clothed with the sun travails; The great red dragon stands before her, ready to devour her child; when she is delivered she flees into the wilderness; Michael and his angels fight with the dragon, and prevail; The dragon, being cast down into the earth, persecutes the woman."
66,13,"A beast rises out of the sea with seven heads and ten horns, to whom the dragon gives his power; Another beast comes out of the earth; causes an image to be made of the former beast, and that men should worship it, and receive his mark."
66,14,"The Lamb standing on mount Sion with his company; An angel preaches the gospel; The fall of Babylon; The harvest of the world; The winepress of the wrath of God."
